,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
246,Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.38622594,1.0460194,0.3995381,1.0,20,0.4,0.21898362,PDSS2;ZMPSTE24;IDI1;DHDDS;ICMT;ACAT1;GGPS1;RCE1
247,Thyroid cancer Homo sapiens hsa05216,-0.2713122,-0.7207957,0.85794395,1.0,24,0.041666668,0.0049082534,NCOA4
232,Small cell lung cancer Homo sapiens hsa05222,0.31820655,1.1270143,0.22284123,1.0,72,0.20833333,0.14671902,CHUK;TRAF2;LAMA5;PIK3CB;MYC;PTK2;PIK3R3;RELA;LAMB3;ITGA6;BIRC2;TRAF4;CCNE1;BCL2;CDK6
233,Sphingolipid metabolism Homo sapiens hsa00600,-0.32055408,-0.9271432,0.57666665,1.0,35,0.4,0.2587782,SGPP1;ACER2;GBA2;B4GALT6;GLA;NEU3;CERS5;GALC;CERS6;SPHK2;UGCG;SGPP2;ASAH2;ASAH1
234,Sphingolipid signaling pathway Homo sapiens hsa04071,0.25512096,0.9532244,0.5488959,1.0,98,0.1734694,0.13267386,PPP2R5B;TRAF2;PPP2R5C;SGMS1;PLD2;PPP2R5A;PRKCZ;PPP2R1B;PIK3R3;RELA;NOS3;PRKCB;ABCC1;FYN;S1PR3;RAC2;BCL2
235,Spliceosome Homo sapiens hsa03040,-0.28714028,-1.0013076,0.44144145,1.0,107,0.23364486,0.18009515,ISY1;SF3B1;PCBP1;LSM6;HNRNPU;PRPF6;SNRPC;PRPF40B;SF3B5;HSPA1L;SF3A3;PRPF19;LSM5;SNW1;CCDC12;PPIH;SRSF6;PRPF8;XAB2;SF3A1;TCERG1;PPIE;BCAS2;SF3B3;U2AF1L4
236,Staphylococcus aureus infection Homo sapiens hsa05150,-0.26086736,-0.66753685,0.8980322,1.0,21,0.2857143,0.27063355,SELP;SELPLG;C2;HLA-DMB;HLA-DQB1;C1S
237,Starch and sucrose metabolism Homo sapiens hsa00500,0.35864612,1.0087621,0.43341404,1.0,23,0.3043478,0.1491354,ENPP1;UGDH;GBE1;HK2;PGM2;GYS1;GAA
238,Steroid biosynthesis Homo sapiens hsa00100,-0.32507053,-0.7657337,0.79599273,1.0,16,0.25,0.17345013,FDFT1;LSS;FAXDC2;SOAT1
239,Steroid hormone biosynthesis Homo sapiens hsa00140,-0.47929883,-1.2049054,0.26288658,1.0,19,0.31578946,0.16242543,HSD17B8;CYP11A1;HSD11B1;SRD5A1;HSD11B2;CYP3A5
224,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,-0.25105748,-0.8000675,0.8208469,1.0,61,0.24590164,0.23861663,UTP15;DKC1;RBM28;TBL3;XRN1;NOB1;WDR36;RPP25L;CSNK2B;RPP40;WDR43;IMP3;DROSHA;RIOK2;POP4
225,SNARE interactions in vesicular transport Homo sapiens hsa04130,0.28641018,0.8173004,0.7117795,1.0,28,0.2857143,0.16823983,VAMP2;STX7;SNAP23;STX6;STX11;STX5;STX1B;VAMP5
226,Salivary secretion Homo sapiens hsa04970,-0.23173666,-0.73164976,0.900161,1.0,53,0.20754717,0.19512194,SLC12A2;GUCY1A2;RYR3;ADCY9;ITPR3;CALM1;PLCB4;CAMP;ADCY1;CALM3;CST3
227,Salmonella infection Homo sapiens hsa05132,0.30179968,1.0325588,0.37297297,1.0,61,0.21311475,0.16952352,IL18;PKN3;CDC42;IFNGR2;TLR5;FLNA;MYH14;IL1A;RELA;ARPC1A;DYNC2H1;ARPC3;FLNB
228,Selenocompound metabolism Homo sapiens hsa00450,-0.30581573,-0.68444103,0.8426573,1.0,12,0.16666667,0.09793853,TXNRD3;PSTK
229,Serotonergic synapse Homo sapiens hsa04726,-0.24717277,-0.8122557,0.81696427,1.0,78,0.1923077,0.1732991,CACNA1A;GNAI1;ARAF;KCNN2;KCNJ3;KRAS;HTR4;GNAO1;CASP3;CACNA1B;GNB5;KCND2;ITPR3;PLCB4;GNG2
230,Shigellosis Homo sapiens hsa05131,-0.3721266,-1.1598666,0.24566929,1.0,55,0.18181819,0.112361245,CRKL;ELMO1;ELMO3;IKBKB;ITGB1;MAPK9;ACTG1;NFKBIA;ROCK2;U2AF1L4
231,Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,-0.25580627,-0.9015597,0.65349543,1.0,118,0.15254237,0.17095824,PIK3R5;FZD10;SOX2;KRAS;JAK3;BMP2;INHBA;WNT7B;AKT3;HNF1A;MAP2K2;FZD6;AKT2;PAX6;ID3;HESX1;WNT2B;LHX5
24,Arginine biosynthesis Homo sapiens hsa00220,-0.3733262,-0.8536243,0.64223385,1.0,13,0.30769232,0.20629767,ARG1;ACY1;ASL;GPT
25,Arrhythmogenic right ventricular cardiomyopathy (ARVC) Homo sapiens hsa05412,-0.3203645,-1.0410413,0.3935484,1.0,67,0.26865673,0.2526618,ITGA11;LEF1;ATP2A2;ITGA4;ITGB6;CACNB3;RYR2;DSC2;ACTB;ITGA10;CTNNA1;DSP;CACNG7;PKP2;ITGB1;ACTN2;ITGA3;ACTG1
26,Ascorbate and aldarate metabolism Homo sapiens hsa00053,0.8919439,1.6479187,0.008350731,1.0,5,0.4,0.047119234,ALDH9A1;UGDH
27,Asthma Homo sapiens hsa05310,-0.667443,-1.3593053,0.1404806,1.0,8,0.5,0.20576909,FCER1G;HLA-DMB;CD40;HLA-DQB1
28,Autoimmune thyroid disease Homo sapiens hsa05320,-0.56241196,-1.3206776,0.1569343,1.0,14,0.42857143,0.21415088,HLA-DMB;CD40;HLA-DQB1;TPO;FAS;CD80
29,Axon guidance Homo sapiens hsa04360,0.2308279,0.8807801,0.7705882,1.0,114,0.14035088,0.11538171,CDC42;PTK2;NTN1;RASA1;SLIT2;MET;LRRC4C;DPYSL2;DPYSL5;NFATC2;FYN;UNC5C;RAC2;EFNA5;PLXNC1;SEMA3E
30,B cell receptor signaling pathway Homo sapiens hsa04662,-0.2793437,-0.87585175,0.67589575,1.0,61,0.14754099,0.10027939,PIK3R5;LYN;AKT3;IKBKB;MAP2K2;AKT2;DAPP1;NFKBIA;CD79A
31,Bacterial invasion of epithelial cells Homo sapiens hsa05100,-0.34266794,-1.0985086,0.2880259,1.0,63,0.15873016,0.1029223,GAB1;PIK3R5;CRKL;ELMO1;ELMO3;CTNNA1;BCAR1;CAV1;ITGB1;ACTG1
16,Aminoacyl-tRNA biosynthesis Homo sapiens hsa00970,-0.2756334,-0.72470367,0.87015176,1.0,23,0.17391305,0.14619043,EARS2;FARSB;YARS2;PSTK
17,Amoebiasis Homo sapiens hsa05146,0.30727574,1.0906771,0.2777778,1.0,67,0.26865673,0.22185305,CD1D;ACTN4;LAMA5;PIK3CB;TGFB1;PTK2;PIK3R3;PRKACA;RELA;IL10;PIK3CD;LAMB2;PRKCB;SERPINB9;LAMB3;COL1A1;LAMC1;NFKB1
18,Amphetamine addiction Homo sapiens hsa05031,0.27285987,0.9247318,0.59151196,1.0,54,0.35185185,0.26738656,PDYN;SIRT1;CACNA1D;SLC18A1;GRIN1;CREB3L4;PRKACA;CAMK2B;GRIA2;HDAC1;MAOB;PRKCB;ATF4;MAOA;CREB3L1;ATF2;CAMK2A;PPP3CC;PRKACB
19,Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014,0.25792542,0.84815127,0.7206704,1.0,44,0.045454547,0.014045156,TOMM40;BCL2
20,Antigen processing and presentation Homo sapiens hsa04612,-0.39330906,-1.1174023,0.29333332,1.0,33,0.3030303,0.2325002,HSPA5;CREB1;HLA-DMB;RFX5;IFI30;HSPA1L;HLA-DQB1;TAP1;NFYC;CALR
21,Apoptosis Homo sapiens hsa04210,-0.3261259,-1.1441659,0.21911764,1.0,109,0.23853211,0.12542476,PIK3R5;RIPK1;LMNB2;SPTA1;DAB2IP;AKT3;DFFB;TUBA1B;CASP3;CASP9;CTSW;IKBKB;MAP2K2;ENDOG;AKT2;CFLAR;ITPR3;PARP2;BAK1;BIRC3;ERN1;MAPK9;TUBA1A;ACTG1;NFKBIA;CAPN2
22,Arachidonic acid metabolism Homo sapiens hsa00590,0.23274858,0.7187676,0.907455,1.0,37,0.1891892,0.16990107,CYP4F8;PLB1;CBR1;PLA2G4A;HPGDS;CBR3;PTGES2
23,Arginine and proline metabolism Homo sapiens hsa00330,0.33574805,1.089398,0.3170103,1.0,40,0.25,0.19263007,ALDH9A1;SAT2;PYCR2;CNDP1;SRM;NOS3;L3HYPDH;MAOA;P4HA1;CKMT2
8,African trypanosomiasis Homo sapiens hsa05143,-0.3159932,-0.75765085,0.77835053,1.0,16,0.3125,0.17337461,APOA1;F2RL1;FAS;PLCB4;THOP1
9,"Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250",-0.222533,-0.58409977,0.9720768,1.0,23,0.26086956,0.20629767,ASPA;GAD1;ASL;PPAT;DDO;GPT
10,Alcoholism Homo sapiens hsa05034,-0.25590453,-0.8491353,0.73510975,1.0,83,0.21686748,0.1876463,GNAI1;ARAF;KRAS;NTRK2;HDAC9;CREB1;HDAC8;GNAO1;GNB5;CAMKK2;HDAC11;CALM1;SHC4;GNG2;SHC3;BDNF;CALM3;HAT1
11,Aldosterone synthesis and secretion Homo sapiens hsa04925,-0.3990014,-1.2758901,0.12828948,1.0,60,0.38333333,0.2821868,GNAS;ITPR2;CYP11A1;PRKCE;CREB3;ADCY8;CREB1;SCARB1;NR4A2;ADCY3;PRKD3;ATF1;ORAI1;CACNA1G;LDLR;ADCY9;CAMK1G;ITPR3;CALM1;PLCB4;PRKD2;ADCY1;CALM3
12,Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960,0.30521113,0.8993438,0.63961816,1.0,28,0.21428572,0.14309447,PIK3CB;SFN;PIK3R3;PRKCB;INSR;SGK1
13,Allograft rejection Homo sapiens hsa05330,-0.6594372,-1.4195112,0.10163339,1.0,10,0.5,0.20576909,HLA-DMB;CD40;HLA-DQB1;FAS;CD80
14,Alzheimer's disease Homo sapiens hsa05010,-0.2944652,-1.0633433,0.3139881,1.0,127,0.16535433,0.12957789,NDUFB6;NDUFS2;COX7B;CASP3;NDUFV3;CASP9;NDUFA5;NDUFS6;APOE;UQCR11;ITPR3;SDHC;CALM1;PLCB4;NDUFA11;NDUFB8;ERN1;NDUFB4;CALM3;CAPN2;COX7A2
15,Amino sugar and nucleotide sugar metabolism Homo sapiens hsa00520,0.2803827,0.8818357,0.6501241,1.0,41,0.12195122,0.10284679,UGDH;HK2;PGM2;MPI;RENBP
256,Type I diabetes mellitus Homo sapiens hsa04940,-0.34492972,-0.80426335,0.7234432,1.0,14,0.35714287,0.20576909,HLA-DMB;HLA-DQB1;GAD1;FAS;CD80
1,ABC transporters Homo sapiens hsa02010,0.40428805,1.1908237,0.21356784,1.0,29,0.20689656,0.11847769,ABCA2;ABCA13;ABCD4;ABCA5;ABCC1;ABCA1
2,AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933,0.2741742,1.0033017,0.43589744,1.0,80,0.2,0.14309447,STAT5A;PIK3CB;CDC42;TGFBR1;PRKCZ;PLCG2;PLCD3;PIK3R3;IL1A;RELA;NOS3;PRKCB;FOXO1;COL1A1;VEGFB;BCL2
3,AMPK signaling pathway Homo sapiens hsa04152,0.2848896,1.077459,0.29819277,1.0,102,0.23529412,0.1491354,PPP2R5B;RPTOR;PRKAB1;PFKFB2;RAB10;PPP2R5C;CPT1A;PIK3CB;EEF2;SIRT1;PPP2R5A;PRKAA2;PRKAA1;PFKFB4;PPP2R1B;PIK3R3;CREB3L4;ADIPOR1;PRKAG1;PFKP;FOXO1;INSR;GYS1;CCNA2
4,Acute myeloid leukemia Homo sapiens hsa05221,0.28591612,0.9456126,0.536193,1.0,52,0.21153846,0.14309447,CHUK;STAT5A;PIM2;PIK3CB;FLT3;MYC;BRAF;PIK3R3;RELA;RARA;SOS1
5,Adherens junction Homo sapiens hsa04520,0.24000326,0.85743666,0.77111715,1.0,67,0.3283582,0.25047195,PARD3;WASF2;ACTN4;CSNK2A2;FGFR1;CDC42;TGFBR1;SNAI2;PTPRF;CDH1;PTPN1;MET;NLK;FYN;PTPN6;TCF7;CTNNA3;INSR;RAC2;LMO7;CTNNA2;PTPRJ
6,Adipocytokine signaling pathway Homo sapiens hsa04920,0.29541203,1.0011731,0.43850267,1.0,54,0.18518518,0.12670845,CHUK;PRKAB1;TRAF2;CPT1A;PRKAA2;PRKAA1;RELA;ADIPOR1;PTPN11;PRKAG1
7,Adrenergic signaling in cardiomyocytes Homo sapiens hsa04261,-0.2054311,-0.7322746,0.951952,1.0,116,0.1637931,0.17798083,PIK3R5;GNAI1;KCNQ1;TPM2;SCN4B;PPP2R2B;PPP2R2A;CREB1;PPP2R5E;AKT3;RYR2;PPP1R1A;ADCY9;AKT2;CALM1;CACNG7;PLCB4;ADCY1;CALM3
88,GABAergic synapse Homo sapiens hsa04727,0.30694935,1.0802803,0.31714284,1.0,71,0.2112676,0.121649176,PLCL1;HAP1;SLC32A1;GNG10;GNB3;GABRG3;CACNA1D;GABRG2;GNB2;GNG7;PRKCB;GNG3;GABRB1;GABRP;GABRA2
89,Galactose metabolism Homo sapiens hsa00052,0.35990235,1.0121472,0.45346063,1.0,22,0.22727273,0.10284679,HK2;PGM2;PFKP;LCT;GAA
90,Gap junction Homo sapiens hsa04540,-0.3705111,-1.2079618,0.16051364,1.0,65,0.33846155,0.27977043,GNAS;ITPR2;GRM1;MAP2K1;GNAI1;CDK1;ADCY8;KRAS;MAP2K5;ADCY3;GUCY1A2;TUBA1B;EGF;MAP2K2;ADCY9;TUBA4A;ITPR3;PLCB4;TUBA3C;ADCY1;TUBA1A;MAPK1
91,Gastric acid secretion Homo sapiens hsa04971,-0.21250713,-0.6558964,0.98394865,1.0,50,0.28,0.26300687,GNAS;ITPR2;GNAI1;ADCY8;KCNQ1;ADCY3;GAST;ACTB;ADCY9;ITPR3;CALM1;PLCB4;ADCY1;CALM3
92,Glioma Homo sapiens hsa05214,-0.3658383,-1.1507992,0.21931261,1.0,53,0.24528302,0.18666466,PIK3R5;ARAF;KRAS;AKT3;E2F3;EGF;MAP2K2;PLCG1;AKT2;CALM1;SHC4;SHC3;CALM3
93,Glucagon signaling pathway Homo sapiens hsa04922,0.21272722,0.76933223,0.9338843,1.0,74,0.25675675,0.18817489,CPT1B;PRKAB1;CPT1A;SIRT1;PKM;PRKAA2;PDHA1;PRKAA1;LDHAL6B;CREB3L4;PRKACA;PGAM4;SLC2A2;PRKAG1;FOXO1;PHKG1;GYS1;ATF2;PPP3CC
94,Glutamatergic synapse Homo sapiens hsa04724,-0.20207056,-0.6770715,0.9715142,1.0,93,0.26881722,0.26300687,GNAS;ITPR2;GRM6;GRM1;CACNA1A;GNAI1;ADCY8;KCNJ3;SLC1A3;GRM8;ADCY3;GNAO1;GRIK1;GRIA4;HOMER1;GNB5;SLC38A2;ADCY9;PLA2G4C;ITPR3;PLCB4;GNG2;PPP3CA;ADCY1;MAPK1
95,Glutathione metabolism Homo sapiens hsa00480,0.30994412,0.96318823,0.5039578,1.0,39,0.20512821,0.11243676,GSTT2;GSTP1;GSTM1;IDH1;SRM;GCLC;MGST1;TXNDC12
80,Fatty acid degradation Homo sapiens hsa00071,-0.39116713,-1.134854,0.2642487,1.0,36,0.055555556,0.0028694405,ACADSB;ECI1
81,Fatty acid elongation Homo sapiens hsa00062,0.28336295,0.7285142,0.8711217,1.0,17,0.29411766,0.20675074,ELOVL2;ELOVL6;ACOT7;HADHB;ELOVL4
82,Fatty acid metabolism Homo sapiens hsa01212,-0.25792634,-0.76949733,0.8293461,1.0,42,0.023809524,0.0021143246,ACADSB
83,Fc epsilon RI signaling pathway Homo sapiens hsa04664,-0.35898247,-1.0720444,0.36378467,1.0,48,0.22916667,0.16650306,PIK3R5;LYN;MAP2K6;KRAS;FCER1G;AKT3;MAP2K2;PLCG1;AKT2;VAV3;MAPK9
84,Fc gamma R-mediated phagocytosis Homo sapiens hsa04666,-0.37201253,-1.1975763,0.18652038,1.0,68,0.22058824,0.18998717,PIK3R5;PRKCE;LYN;PAK1;CRKL;AKT3;LIMK2;BIN1;SPHK2;PLCG1;PIP5K1C;AKT2;VAV3;ARF6;DNM2
85,Focal adhesion Homo sapiens hsa04510,-0.24186344,-0.88477236,0.7111756,1.0,167,0.13772455,0.12950239,PIK3R5;TNC;ERBB2;PAK1;ITGB6;CRKL;THBS2;AKT3;RAP1B;ARHGAP35;COL6A5;ITGA10;PIP5K1C;AKT2;PGF;BCAR1;CAV1;ITGB1;BIRC3;MAPK9;ACTG1;CAPN2;ROCK2
86,FoxO signaling pathway Homo sapiens hsa04068,0.24759129,0.93766403,0.5993691,1.0,106,0.18867925,0.14513327,CHUK;PRKAB1;RBL2;PIK3CB;SIRT1;ATM;CCND2;TGFBR1;PRKAA2;PRKAA1;BRAF;PIK3R3;CCNB1;SOS1;NLK;PRKAG1;SGK2;FOXO1;INSR;SGK1
87,Fructose and mannose metabolism Homo sapiens hsa00051,0.49255943,1.4080473,0.06726457,1.0,25,0.12,0.015932946,PFKFB4;MPI;PFKP
72,Endometrial cancer Homo sapiens hsa05213,-0.2727374,-0.835138,0.73344374,1.0,47,0.19148937,0.14233935,PIK3R5;ERBB2;ARAF;KRAS;AKT3;CASP9;MAP2K2;CTNNA1;AKT2
73,Epithelial cell signaling in Helicobacter pylori infection Homo sapiens hsa05120,-0.27198127,-0.8378833,0.72923076,1.0,53,0.2264151,0.13848826,LYN;PAK1;CXCR2;CSK;ATP6V0D1;CASP3;IKBKB;TCIRG1;PLCG1;MAPK9;NFKBIA;ATP6V0B
74,Epstein-Barr virus infection Homo sapiens hsa05169,-0.3385926,-1.2316943,0.09476662,1.0,155,0.20645161,0.15555388,POLR3K;PIK3R5;CDK1;RIPK1;POLR1C;LYN;MAP2K6;POLR2C;POLR3D;TAB1;JAK3;EIF2AK4;GTF2B;AKT3;YWHAH;TRAF5;YWHAG;HSPA1L;CD40;IKBKB;POLR3F;PLCG1;SNW1;AKT2;FGR;GTF2E2;MAPK9;PSMC5;RELB;NFKBIA;POLR3B;NEDD4
75,ErbB signaling pathway Homo sapiens hsa04012,-0.2788322,-0.92648613,0.60413355,1.0,75,0.2,0.15275995,GAB1;PIK3R5;ERBB2;ARAF;PAK1;KRAS;CRKL;AKT3;STAT5B;ERBB3;MAP2K2;PLCG1;AKT2;SHC3;MAPK9
76,Estrogen signaling pathway Homo sapiens hsa04915,-0.4048367,-1.343843,0.06771654,1.0,79,0.4050633,0.27184173,GNAS;ITPR2;PIK3R5;GRM1;MAP2K1;CREB3;GNAI1;ADCY8;KCNJ3;FKBP4;KRAS;CREB1;AKT3;ADCY3;GNAO1;KCNJ9;JUN;HSPA1L;MAP2K2;PIK3R1;ADCY9;OPRM1;MMP9;AKT2;ITPR3;CALM1;PLCB4;SHC4;SHC3;ADCY1;CALM3;MAPK1
77,Ether lipid metabolism Homo sapiens hsa00565,0.26628086,0.79007924,0.780303,1.0,29,0.20689656,0.17337461,CHPT1;PLD2;AGPS;PLB1;PLA2G4A;LPCAT4
78,Fanconi anemia pathway Homo sapiens hsa03460,-0.28147632,-0.84164894,0.7211221,1.0,44,0.27272728,0.2163407,MUS81;PALB2;REV1;FANCF;EME1;FANCC;FANCB;FANCA;EME2;POLK;FANCI;SLX4
79,Fat digestion and absorption Homo sapiens hsa04975,0.46028036,1.2084495,0.22489083,1.0,18,0.11111111,0.020010572,DGAT1;ABCA1
64,Dilated cardiomyopathy Homo sapiens hsa05414,-0.23886158,-0.79600495,0.8477905,1.0,75,0.24,0.24382693,ITGA11;ATP2A2;ADCY8;TNNI3;TPM2;ITGA4;ITGB6;CACNB3;ADCY3;RYR2;ACTB;ITGA10;ADCY9;CACNG7;ITGB1;ITGA3;ADCY1;ACTG1
65,Dopaminergic synapse Homo sapiens hsa04728,-0.26000088,-0.88608944,0.6983895,1.0,103,0.2038835,0.17186438,CACNA1A;GNAI1;KCNJ3;PPP2R2B;PPP2R2A;CREB1;PPP2R5E;AKT3;GNAO1;GRIA4;CACNA1B;GNB5;AKT2;ITPR3;CALM1;PLCB4;DRD4;GNG2;MAPK9;CALM3;GSK3A
66,Dorso-ventral axis formation Homo sapiens hsa04320,-0.23740794,-0.612736,0.9396985,1.0,21,0.3809524,0.25892925,MAP2K1;KRAS;ETV6;PIWIL2;FMN2;NOTCH1;SPIRE2;MAPK1
67,Drug metabolism - cytochrome P450 Homo sapiens hsa00982,-0.3464734,-0.9442538,0.51754385,1.0,27,0.22222222,0.13116363,GSTM2;GSTM4;ALDH3B1;ALDH1A3;GSTM3;CYP3A5
68,Drug metabolism - other enzymes Homo sapiens hsa00983,-0.41710773,-1.0580952,0.37701976,1.0,19,0.36842105,0.14739862,DPYD;UCK1;DPYS;TK1;UPP2;UMPS;GUSB
69,ECM-receptor interaction Homo sapiens hsa04512,0.20874418,0.73504186,0.9238845,1.0,65,0.30769232,0.2325757,COL2A1;RELN;LAMA5;CD47;ITGB3;COL6A1;ITGB4;HSPG2;ITGA7;SPP1;LAMB2;THBS1;LAMB3;ITGA6;COL1A1;ITGB8;AGRN;LAMC1;THBS3;SV2A
70,Endocrine and other factor-regulated calcium reabsorption Homo sapiens hsa04961,-0.15728816,-0.44341567,0.9966887,1.0,35,0.17142858,0.19013819,CLTA;KLK1;ADCY9;PLCB4;KL;DNM2
71,Endocytosis Homo sapiens hsa04144,-0.23735552,-0.89658886,0.74058574,1.0,212,0.18867925,0.18349317,VPS4A;GRK5;SNX6;WIPF2;CHMP7;ARRB1;PRKCI;SH3GL1;FOLR1;IST1;KIT;ACAP1;SPG21;CXCR2;CAPZA1;RAB8A;ARF5;EGF;HSPA1L;ITCH;ERBB3;BIN1;EPS15;RAB5B;VPS45;RAB22A;EHD1;PIP5K1C;ARFGEF2;ARF6;MVB12A;CAV1;IL2RB;SMURF2;SNX3;VPS36;NEDD4;DAB2;DNM2;EPN2
120,Inflammatory bowel disease (IBD) Homo sapiens hsa05321,0.29750463,0.9219705,0.5841584,1.0,34,0.1764706,0.11817564,IL18;IFNGR2;TLR5;IL1A;RELA;STAT6
121,Inflammatory mediator regulation of TRP channels Homo sapiens hsa04750,-0.2743328,-0.88789994,0.6562986,1.0,70,0.17142858,0.15404364,PIK3R5;PRKCE;MAP2K6;F2RL1;ADCY9;PLCG1;ITPR3;CALM1;PLCB4;BDKRB1;MAPK9;CALM3
122,Influenza A Homo sapiens hsa05164,-0.28020188,-0.97331023,0.5014663,1.0,106,0.16981132,0.14732312,PIK3R5;HNRNPUL1;MAP2K6;EIF2AK4;AKT3;HLA-DMB;STAT1;CASP9;HSPA1L;IKBKB;MAP2K2;IFNGR1;TLR4;AKT2;RAE1;MAPK9;ACTG1;NFKBIA
123,Inositol phosphate metabolism Homo sapiens hsa00562,0.2430068,0.8319562,0.8005698,1.0,57,0.40350878,0.23755947,PIK3C2B;PIK3C2A;PIK3CB;IMPA1;MINPP1;PLCD1;MTM1;ITPK1;PLCG2;PLCD3;TPI1;INPPL1;MTMR14;PIK3CD;INPP5B;ITPKB;INPP5A;PIKFYVE;MTMR1;MTMR3;SYNJ1;INPP4A;MTMR2
124,Insulin resistance Homo sapiens hsa04931,0.24579476,0.9069463,0.6798867,1.0,82,0.2682927,0.17926452,CPT1B;PRKAB1;CPT1A;PIK3CB;PRKAA2;PRKCZ;PTPRF;PRKAA1;PIK3R3;CREB3L4;PTPN1;RELA;RPS6KA2;SLC2A2;PTPN11;TBC1D4;NOS3;PRKAG1;PRKCB;FOXO1;INSR;GYS1
